word,answer
"the project, plan",el proyecto
the promise,la promesa
the promotion,la promoción
"the proof, trial, test",la prueba
"the property, estate",la finca
the prophet,el profeta
"the proposal, exposition",el planteamiento
the prose,la prosa
"the protection, shelter",el amparo
"the protector, defender",el protector
the protein,la proteína
"the protest, manifestation",la manifestación
"the protocol, convention",el protocolo
"the province, region",la provincia
the proximity,la proximidad
the psychologist,el psicólogo
the psychology,la psicología
"the public, audience",el público
the publication,la publicación
"the punishment, penalty",el castigo
"the pursuit, persecution",la persecución
the pyramid,la pirámide
"the quantity, amount",la cantidad
"the quarters, barracks",el cuartel
"the quota, share, dues",la cuota
the radiation,la radiación
the rage,la rabia
"the rage, wrath",la ira
the rain,la lluvia
"the ranch, farm",el rancho
"the rank, range",el rango
the rat,la rata
the reaction,la reacción
"the reader, lecturer",el lector
"the reality, actuality",la realidad
"the reason, cause",el porqué
the reasoning,el razonamiento
the rebellion,la rebelión
the recommendation,la recomendación
the reconstruction,la reconstrucción
the record,el récord
the recording,la grabación
"the reform, improvement",la reforma
"the regime, diet",el régimen
the region,la región
"the rein, restraint",la rienda
the relief,el relieve
"the relief, appeasement, consolation",el alivio
"the remark, comment",el comentario
"the renewal, renovation",la renovación
"the repertoire, list, index",el repertorio
the repetition,la repetición
the repression,la represión
the reproduction,la reproducción
the republic,la república
"the request, petition",la petición
"the requirement, demand",la exigencia
"the researcher, investigator",el investigador
"the reservation, reserve",la reserva
"the resignation, renunciation",la renuncia
the resolution,la resolución
the resources,el recurso
"the respect, regard",el respeto
"the respiration, breath",la respiración
the responsibility,la responsabilidad
"the rest, interval, break",el descanso
"the rest, peace",el reposo
the restaurant,el restaurante
"the restlessness, anxiety",la inquietud
"the result, outcome",el resultado
the resurrection,la resurrección
the return,el regreso
the return,el retorno
"the return, turn",la vuelta
the revelation,la revelación
"the review, outline",la reseña
the revolution,la revolución
"the right, justice, law",el derecho
"the right, right hand",la derecha
"the road, way",la vía
the rock,la roca
the role,el rol
"the room, chamber",el cuarto
"the room, hall",la sala
the root,la raíz
"the rosary, beads, string",el rosario
the rose,la rosa
the routine,la rutina
"the row, line",la hilera
the rubber,la goma
"the ruin, collapse",la ruina
the sadness,la tristeza
the saint (m),el santo
"the saliva, spit",la saliva
the sand,la arena
the satisfaction,la satisfacción
the Saturday,el sábado
"the sauce, salsa",la salsa
"the scale, ladder, rank",la escala
the scandal,el escándalo
the school,la escuela
"the screen, monitor",la pantalla
the sea,el mar
"the season, period, time",la temporada
"the seat, chair",el asiento
the second,el segundo
the secret,el secreto
"the section, stretch, plot",el tramo
"the sector, area, section",el sector
the seed,la semilla
"the segment, sector",el segmento
"the selection, choice",la selección
"the semidarkness, twilight",la penumbra
"the seminar, seminary",el seminario
the senate,el senado
the senator,el senador
the sensitivity,la sensibilidad
the sequence,la secuencia
"the sequence (m), religious (f)",la orden
the series,la serie
the seriousness,la seriedad
"the seriousness, gravity",la gravedad
"the set (m), communication (f)",la radio
"the settlement, colony",el asentamiento
"the shade, shadow",la sombra
"the sheep, ewe",la oveja
the sheet (of metal),la lámina
"the sheet, leaf",la hoja
"the shelter, refuge",el refugio
"the shield, coat of arms",el escudo
the shirt,la camisa
"the shot, discharge",el disparo
"the show, display",el show
the sidewalk,la acera
"the siesta, afternoon nap",la siesta
the sigh,el suspiro
"the sign, mark, symbol",el signo
"the sign, mark, token",la señal
"the sign, scoreboard",el marcador
"the silhouette, outline",la silueta
"the sir, Mr, lord",el señor
"the siren, mermaid",la sirena
the situation,la situación
"the size, dimension",el tamaño
"the skill, mastery",la maestría
"the skin, hide, fur",la piel
the skirt,la falda
"the sky, heaven, ceiling",el cielo
"the slipper, shoe",la zapatilla
the small village,la aldea
"the smell, odor, fragrance",el olor
the smoke,el humo
"the snail, shell",el caracol
the snake,la serpiente
the soap,el jabón
the soccer,el fútbol
the socialism,el socialismo
"the sofa, couch",el sofá
the soldier,el soldado
"the solution, answer",la solución
"the son, [pl] children",el hijo
the song,la canción
the sound,el sonido
the south,el sur
the southeast,el sureste
"the space, room",el espacio
the spark,la chispa
"the specialty, specialized field",la especialidad
"the spectacle, show",el espectáculo
"the speed, velocity",la rapidez
"the sphere, space",el ámbito
"the spirit, ghost",el espíritu
the sport,el deporte
"the spread, diffusion",la difusión
"the square, marketplace",la plaza
the stadium,el estadio
"the stage, setting, scene",el escenario
"the station, season",la estación
the statute,el estatuto
the steel,el acero
"the step, pace",el paso
"the stimulus, encouragement",el estímulo
the stomach,el estómago
"the stone, rock",la piedra
the strategy,la estrategia
"the stream, jet, spurt",el chorro
"the strike, protest",la huelga
"the strip, stripe, fringe",la franja
"the student, pupil",el alumno
"the study, learning",el estudio
"the stupidity, stupid thing",la tontería
"the subject, individual",el sujeto
"the succession, series",la sucesión
the suggestion,la sugerencia
the suicide,el suicidio
"the suit, dress, costume",el traje
"the suitcase, case",la maleta
"the sum, amount, summary",la suma
the sun,el sol
"the supply, provision",el suministro
"the support, endorsement",el soporte
"the surrounding area, vicinity",el alrededor
the suspicion,la sospecha
"the sweat, perspiration",el sudor
"the swig, drink",el trago
the swimming pool,la piscina
the sword,la espada
the symphony,la sinfonía
the system,el sistema
the T-shirt,la camiseta
"the table, board",la mesa
"the tale, story",el relato
"the talent, skill",el talento
"the tank, large container",el tanque
"the tape, ribbon, film, strip",la cinta
"the task, job",la tarea
"the task, job, chore",el quehacer
the tea,el té
"the teacher (m), master",el maestro
"the team, equipment, outfit",el equipo
"the tear, teardrop",la lágrima
the technician,el técnico
"the technique, skill",la técnica
"the template, stencil",la plantilla
"the temple, church",el templo
the temptation,la tentación
the ten (of something),la decena
the tenderness,la ternura
"the term (language), end",el término
"the terminal, final",la terminal
"the terrace, balcony",la terraza
"the terror, horror",el terror
the terrorism,el terrorismo
the text,el texto
the texture,la textura
"the theater, drama",el teatro
"the theft, robbery",el robo
the theme,la temática
the theology,la teología
the theory,la teoría
the therapy,la terapia
"the thesis, exposition",la tesi
the thigh,el muslo
"the thorn, spine",la espina
"the thread, yarn, wire",el hilo
the threat,la amenaza
the throne,el trono
"the throw, shot",el tiro
the Thursday,el juev
"the ticket, bill, note",el billete
"the tie, bond, link",el vínculo
"the tie, sash",la corbata
the tiger,el tigre
the time (general),el tiempo
"the time, age, period",la época
"the tip, point",la punta
"the tobacco, cigarette, cigar",el tabaco
the tolerance,la tolerancia
the tomato,el tomate
"the tomb, grave",la tumba
the tour,la gira
the tourism,el turismo
the towel,la toalla
the toy,el juguete
"the trace, track, footstep",la huella
"the track, sign, flea market",el rastro
the trade union,el sindicato
the tradition,la tradición
the tragedy,la tragedia
the training,la capacitación
the training,el entrenamiento
"the trajectory, course, path",el trayecto
"the trajectory, path",la trayectoria
"the tranquility, peace",la tranquilidad
the transfer,el traslado
"the transfer, transference",la transferencia
the transition,la transición
the translation,la traducción
"the transportation, transport",el transporte
"the travel, trip",el viaje
"the traveler, passenger",el viajero
the tray,la bandeja
"the treason, betrayal",la traición
"the treatment, manner, agreement",el trato
"the trick, ruse",el truco
"the trolley, tram, streetcar",el tranvía
"the troops, forces",la tropa
"the trunk, torso",el tronco
the truth,la verdad
"the tube, pipe",el tubo
"the tumor, growth",el tumor
"the turn, shift",el turno
"the TV, television",la tele
"the type, kind",el tipo
"the umpire, referee",el árbitro
"the uncle, guy",el tío
the uniform,el uniforme
the union,la unión
"the university, college",la universidad
"the unskilled laborer, field hand",el peón
"the update, modernization",la actualización
the use,el uso
the user,el usuario
the vacation,la vacacion
"the vaccine, vaccination",la vacuna
the validity,la vigencia
the valley,el valle
"the vanguard, forefront",la vanguardia
"the vapor, steam",el vapor
the variation,la variación
the variety,la variedad
"the vehicle, car",el vehículo
the veil,el velo
"the victim, casualty",la víctima
"the victory, triumph",la victoria
the video,el vídeo
"the virtue, quality",la virtud
the virus,el viru
"the visit, visitor, guest",la visita
the vote,el voto
"the vote, voting",la votación
the waist,la cintura
the wait,la espera
"the waiter, youth, bellboy",el mozo
"the wardrobe, closet",el ropero
"the warrior, soldier",el guerrero
the water,la agua
"the wave, billow",la ola
"the way, manner",la manera
the weakness,la debilidad
the weapon,la arma
"the website, portal ,entrance",el portal
the Wednesday,el miércol
"the well-being, welfare",el bienestar
the West,el occidente
the wheat,el trigo
"the whore, prostitute",la puta
the width,el ancho
"the will, willpower, intention",la voluntad
"the wind, scent",el viento
the window,la ventana
the wine,el vino
"the wing, flank",la ala
the winter,el invierno
"the witch, hag",la bruja
the witness,el testigo
the wolf,el lobo
"the woman, wife",la mujer
"the wonder, marvel",la maravilla
the word,la palabra
"the work, book, deed",la obra
"the work, job, occupation",el empleo
"the worker, laborer",el obrero
"the worker, laborer",el trabajador
"the workshop, shop",el taller
"the worry, concern",la preocupación
"the worth, merit",el mérito
the wound,la herida
the wrinkle,la arruga
the year,el año
tourist,turista
virgin,virgen
visitor,visitante
